date;cours;titre_id
2016/03/21;190000;3
2016/03/17;190000;3
2016/03/16;190000;3
2016/03/14;193000;3
2016/03/11;190005;3
2016/03/07;190000;3
2016/03/04;190000;3
2016/03/03;189995;3
2016/02/29;185000;3
2016/02/26;182995;3
2016/02/24;183000;3
2016/02/23;179000;3
2016/02/22;184500;3
2016/02/18;190000;3
2016/02/16;190000;3
2016/02/12;190000;3
2016/02/11;193000;3
2016/02/09;190000;3
2016/02/08;190000;3
2016/02/05;190000;3
2016/02/04;190000;3
2016/02/02;190000;3
2016/02/01;190000;3
2016/01/26;193000;3
2016/01/25;190000;3
2016/01/20;178000;3
2016/01/18;179000;3
2016/01/14;179000;3
2016/01/13;167000;3
2016/01/12;175000;3
2016/01/08;180000;3
2016/01/07;179100;3
2016/01/06;180000;3
2015/12/30;179900;3
2015/12/29;178000;3
2015/12/23;175000;3
2015/12/21;179000;3
2015/12/18;178000;3
2015/12/17;178000;3
2015/12/16;178000;3
2015/12/15;178000;3
2015/12/14;180000;3
2015/12/11;180000;3
2015/12/10;180000;3
2015/12/09;180000;3
2015/12/08;173000;3
2015/12/07;173000;3
2015/12/04;173000;3
2015/12/03;172500;3
2015/12/02;170000;3
2015/12/01;170000;3
2015/11/30;170000;3
2015/11/27;170000;3
2015/11/26;165000;3
2015/11/24;163390;3
2015/11/23;151995;3
2015/11/20;141500;3
2015/11/17;141500;3
2015/11/16;140000;3
2015/11/13;136005;3
2015/11/12;136000;3
2015/11/10;136000;3
2015/11/09;131000;3
2015/11/05;130990;3
2015/11/04;130990;3
2015/11/03;128000;3
2015/11/02;128000;3
2015/10/30;125005;3
2015/10/29;130000;3
2015/10/28;125000;3
2015/10/27;125000;3
2015/10/26;121005;3
2015/10/23;120105;3
2015/10/22;121000;3
2015/10/21;121000;3
2015/10/16;120000;3
2015/10/15;119995;3
2015/10/07;120000;3
2015/10/06;112500;3
2015/10/05;112500;3
2015/09/30;112500;3
2015/09/29;112505;3
2015/09/23;119000;3
2015/09/22;120000;3
2015/09/21;120000;3
2015/09/16;125010;3
2015/09/15;120005;3
2015/09/14;125000;3
2015/09/10;125010;3
2015/09/09;125005;3
2015/09/08;125000;3
2015/09/07;125000;3
2015/09/04;125000;3
2015/08/31;120000;3
2015/08/27;120000;3
2015/08/26;118255;3
2015/08/24;118255;3
2015/08/21;110005;3
2015/08/19;110000;3
2015/08/18;105000;3
2015/08/17;100500;3
2015/08/12;99000;3
2015/08/11;99000;3
2015/08/10;99000;3
2015/08/06;98300;3
2015/07/31;98200;3
