date;cours;titre_id
2016/03/21;9600;19
2016/03/18;9600;19
2016/03/17;9605;19
2016/03/16;9600;19
2016/03/15;9500;19
2016/03/14;9500;19
2016/03/11;9600;19
2016/03/10;9940;19
2016/03/09;9250;19
2016/03/08;10000;19
2016/03/07;9500;19
2016/03/04;9990;19
2016/03/03;10000;19
2016/03/02;9990;19
2016/03/01;10000;19
2016/02/29;10000;19
2016/02/26;10500;19
2016/02/25;10400;19
2016/02/24;10000;19
2016/02/23;9440;19
2016/02/22;9445;19
2016/02/19;9790;19
2016/02/18;10000;19
2016/02/17;10000;19
2016/02/16;10000;19
2016/02/15;9500;19
2016/02/12;10225;19
2016/02/11;10225;19
2016/02/10;10405;19
2016/02/09;10500;19
2016/02/08;10400;19
2016/02/05;10500;19
2016/02/04;10400;19
2016/02/03;10500;19
2016/02/02;10500;19
2016/02/01;10600;19
2016/01/28;10500;19
2016/01/27;10400;19
2016/01/26;10400;19
2016/01/25;10495;19
2016/01/22;10500;19
2016/01/21;10500;19
2016/01/20;10500;19
2016/01/19;10000;19
2016/01/18;10000;19
2016/01/15;10000;19
2016/01/14;10500;19
2016/01/13;10600;19
2016/01/12;10500;19
2016/01/11;11000;19
2016/01/08;11000;19
2016/01/07;10505;19
2016/01/06;11100;19
2016/01/05;11200;19
2016/01/04;11100;19
2015/12/31;12000;19
2015/12/30;11225;19
2015/12/29;10445;19
2015/12/28;9995;19
2015/12/23;9505;19
2015/12/22;9500;19
2015/12/21;9995;19
2015/12/18;9990;19
2015/12/17;10000;19
2015/12/16;10000;19
2015/12/15;10000;19
2015/12/14;10000;19
2015/12/11;10500;19
2015/12/10;10500;19
2015/12/09;10995;19
2015/12/08;10995;19
2015/12/07;11000;19
2015/12/04;11350;19
2015/12/03;11400;19
2015/12/02;11400;19
2015/12/01;11500;19
2015/11/30;12035;19
2015/11/27;12035;19
2015/11/26;12500;19
2015/11/25;12100;19
2015/11/24;12745;19
2015/11/23;12900;19
2015/11/20;12900;19
2015/11/19;12950;19
2015/11/18;12990;19
2015/11/17;13500;19
2015/11/16;13010;19
2015/11/13;13500;19
2015/11/11;13500;19
2015/11/10;14000;19
2015/11/09;13500;19
2015/11/06;14000;19
2015/11/05;14000;19
2015/11/04;14000;19
2015/11/03;14000;19
2015/11/02;14000;19
2015/10/30;14495;19
2015/10/29;14000;19
2015/10/28;15000;19
2015/10/27;15000;19
2015/10/26;15000;19
2015/10/23;15000;19
2015/10/22;15195;19
2015/10/21;15280;19
2015/10/19;15000;19
2015/10/16;15000;19
2015/10/15;15000;19
2015/10/14;15250;19
2015/10/13;15300;19
2015/10/12;14800;19
2015/10/07;15000;19
2015/10/06;15500;19
2015/10/05;14500;19
2015/10/02;14495;19
2015/10/01;14500;19
2015/09/30;14495;19
2015/09/29;14000;19
2015/09/28;14450;19
2015/09/25;14450;19
2015/09/23;14500;19
2015/09/22;14700;19
2015/09/21;14500;19
2015/09/18;14500;19
2015/09/17;14500;19
2015/09/16;14500;19
2015/09/15;14850;19
2015/09/14;14995;19
2015/09/11;14700;19
2015/09/09;14995;19
2015/09/08;15000;19
2015/09/07;14850;19
2015/09/04;14505;19
2015/09/02;15000;19
2015/09/01;15000;19
2015/08/31;15200;19
2015/08/28;15500;19
2015/08/27;15500;19
2015/08/26;16000;19
2015/08/25;15800;19
2015/08/24;16000;19
2015/08/20;16300;19
2015/08/19;16000;19
2015/08/18;16395;19
2015/08/17;16400;19
2015/08/14;15700;19
2015/08/13;15500;19
2015/08/12;15500;19
2015/08/11;15900;19
2015/08/10;15000;19
2015/08/06;14700;19
2015/08/05;14000;19
2015/08/04;14600;19
2015/08/03;14600;19
2015/07/31;14500;19
2015/07/30;14995;19
2015/07/29;14515;19
2015/07/28;14995;19
2015/07/27;14500;19
2015/07/24;14515;19
2015/07/23;14500;19
2015/07/22;14800;19
2015/07/21;15920;19
2015/07/20;14810;19
2015/07/16;14810;19
2015/07/15;14805;19
2015/07/13;15615;19
2015/07/10;16000;19
2015/07/09;16300;19
2015/07/08;16100;19
2015/07/07;16300;19
2015/07/06;16000;19
2015/07/03;16485;19
2015/07/02;16485;19
2015/07/01;16495;19
2015/06/30;16500;19
2015/06/29;16500;19
2015/06/26;16000;19
2015/06/25;16000;19
2015/06/24;16000;19
2015/06/23;15680;19
2015/06/19;16950;19
2015/06/18;17000;19
2015/06/17;16300;19
2015/06/16;16400;19
2015/06/15;17000;19
2015/06/12;17000;19
2015/06/11;17200;19
2015/06/10;17000;19
2015/06/09;17200;19
2015/06/08;17250;19
2015/06/05;17200;19
2015/06/04;17400;19
2015/06/03;17300;19
2015/06/02;17300;19
2015/06/01;17000;19
2015/05/29;17500;19
2015/05/28;17500;19
2015/05/27;17500;19
2015/05/26;16700;19
2015/05/22;16700;19
2015/05/21;17500;19
2015/05/20;16700;19
2015/05/19;17000;19
2015/05/18;17600;19
2015/05/15;17950;19
2015/05/13;17950;19
2015/05/12;17950;19
2015/05/11;17950;19
2015/05/08;17950;19
2015/05/07;17900;19
2015/05/06;17995;19
2015/05/05;19000;19
2015/05/04;18000;19
2015/04/30;18000;19
2015/04/29;18000;19
2015/04/28;17995;19
2015/04/27;18000;19
2015/04/24;18000;19
2015/04/23;17950;19
2015/04/22;17950;19
2015/04/21;17950;19
2015/04/20;17950;19
2015/04/17;18000;19
2015/04/16;18000;19
2015/04/15;18400;19
2015/04/14;17800;19
2015/04/13;17800;19
2015/04/10;17895;19
2015/04/09;17900;19
2015/04/08;18000;19
2015/04/07;18000;19
2015/04/03;18200;19
2015/04/02;17000;19
2015/04/01;17890;19
2015/03/31;18000;19
2015/03/30;17700;19
2015/03/27;17700;19
2015/03/26;17700;19
2015/03/25;17605;19
2015/03/24;18000;19
2015/03/23;18000;19
2015/03/20;18300;19
2015/03/19;18000;19
2015/03/18;18200;19
2015/03/17;18200;19
2015/03/16;18200;19
2015/03/13;18200;19
2015/03/12;18200;19
2015/03/11;18015;19
2015/03/10;18005;19
2015/03/09;18000;19
2015/03/06;18000;19
2015/03/05;18000;19
2015/03/04;18000;19
2015/03/03;18000;19
2015/03/02;18000;19
2015/02/27;18000;19
2015/02/26;18000;19
2015/02/25;18400;19
2015/02/24;18000;19
2015/02/23;18000;19
2015/02/20;17615;19
2015/02/19;17600;19
2015/02/18;18400;19
2015/02/17;18305;19
2015/02/16;18300;19
2015/02/13;18500;19
2015/02/12;18500;19
2015/02/11;19000;19
2015/02/10;18500;19
2015/02/06;19350;19
2015/02/05;18000;19
2015/02/04;19000;19
2015/02/03;18500;19
2015/02/02;18700;19
2015/01/30;18700;19
2015/01/29;18500;19
2015/01/28;19000;19
2015/01/27;18500;19
2015/01/26;18750;19
2015/01/23;18600;19
2015/01/22;18900;19
2015/01/21;17600;19
2015/01/20;18690;19
2015/01/19;17390;19
2015/01/16;18800;19
2015/01/15;17500;19
2015/01/14;17000;19
2015/01/13;16850;19
2015/01/12;16550;19
2015/01/09;16850;19
2015/01/08;16850;19
2015/01/07;16400;19
2015/01/06;16500;19
2015/01/05;16900;19
2015/01/02;16900;19
2014/12/31;16950;19
2014/12/30;16950;19
2014/12/29;16950;19
2014/12/26;16950;19
2014/12/24;16990;19
2014/12/23;16995;19
2014/12/22;16995;19
2014/12/19;17000;19
2014/12/18;17295;19
2014/12/17;17295;19
2014/12/16;17300;19
2014/12/15;17500;19
2014/12/12;17490;19
2014/12/11;17500;19
2014/12/10;17150;19
2014/12/09;17195;19
2014/12/08;16900;19
2014/12/05;17000;19
2014/12/04;16600;19
2014/12/03;16900;19
2014/12/02;16900;19
2014/11/28;17000;19
2014/11/27;17000;19
2014/11/26;17000;19
2014/11/25;17200;19
2014/11/24;17500;19
2014/11/21;17500;19
2014/11/17;18500;19
2014/11/14;17340;19
2014/11/13;16135;19
2014/11/12;16120;19
2014/11/11;16120;19
2014/11/10;16120;19
2014/11/07;16120;19
2014/11/06;16120;19
2014/11/05;15900;19
2014/11/04;16135;19
2014/11/03;15010;19
2014/10/31;15000;19
2014/10/30;14995;19
2014/10/29;15100;19
2014/10/28;15000;19
2014/10/27;15350;19
2014/10/23;15685;19
2014/10/22;16005;19
2014/10/20;16995;19
2014/10/17;17000;19
2014/10/16;17200;19
2014/10/15;17200;19
2014/10/14;17200;19
2014/10/13;17450;19
2014/10/10;17350;19
2014/10/09;17205;19
2014/10/08;17450;19
2014/10/07;17450;19
2014/10/06;17400;19
2014/10/03;17500;19
2014/10/02;17500;19
2014/10/01;17305;19
2014/09/30;17500;19
2014/09/29;17300;19
2014/09/26;17150;19
2014/09/25;17200;19
2014/09/24;17300;19
2014/09/23;17500;19
2014/09/22;17500;19
2014/09/19;17500;19
2014/09/18;17165;19
2014/09/17;17500;19
2014/09/16;17495;19
2014/09/15;17210;19
2014/09/12;17300;19
