date;cours;titre_id
2016/03/21;28000;26
2016/03/18;30000;26
2016/03/17;30000;26
2016/03/16;32000;26
2016/03/15;32700;26
2016/03/14;30475;26
2016/03/11;28350;26
2016/03/10;26500;26
2016/03/09;26500;26
2016/03/08;26500;26
2016/03/04;25800;26
2016/03/03;24000;26
2016/03/02;25200;26
2016/03/01;23500;26
2016/02/29;23500;26
2016/02/26;23000;26
2016/02/24;23200;26
2016/02/23;23200;26
2016/02/22;23200;26
2016/02/19;23005;26
2016/02/18;23000;26
2016/02/17;21900;26
2016/02/16;21105;26
2016/02/15;21010;26
2016/02/12;21005;26
2016/02/11;21000;26
2016/02/08;20400;26
2016/02/04;20000;26
2016/02/03;20000;26
2016/02/02;20400;26
2016/02/01;19300;26
2016/01/26;19000;26
2016/01/25;19000;26
2016/01/21;19300;26
2016/01/20;19000;26
2016/01/19;19000;26
2016/01/18;19300;26
2016/01/15;19300;26
2016/01/14;19000;26
2016/01/13;19300;26
2016/01/12;19000;26
2016/01/11;19300;26
2016/01/08;19005;26
2016/01/06;19000;26
2016/01/05;19300;26
2016/01/04;19000;26
2015/12/31;19000;26
2015/12/30;19000;26
2015/12/29;19000;26
2015/12/28;18500;26
2015/12/23;18500;26
2015/12/22;18500;26
2015/12/17;18500;26
2015/12/16;18995;26
2015/12/15;19000;26
2015/12/14;18500;26
2015/12/11;18500;26
2015/12/10;19000;26
2015/12/09;18205;26
2015/12/08;18600;26
2015/12/07;18600;26
2015/12/03;18500;26
2015/12/01;18500;26
2015/11/25;18005;26
2015/11/24;18490;26
2015/11/17;18000;26
2015/11/16;18000;26
2015/11/11;18000;26
2015/11/10;18000;26
2015/11/09;17500;26
2015/11/06;17500;26
2015/11/04;17500;26
2015/11/03;17500;26
2015/10/29;17700;26
2015/10/27;17700;26
2015/10/22;17000;26
2015/10/20;17000;26
2015/10/19;17575;26
2015/10/14;19000;26
2015/10/13;18500;26
2015/10/12;17500;26
2015/10/07;17000;26
2015/10/06;17000;26
2015/10/05;17100;26
2015/10/02;17110;26
2015/10/01;17115;26
2015/09/29;18500;26
2015/09/28;18500;26
2015/09/22;19000;26
